ad_link,make_model_link,download_date_time,car_make,id1,car_model,id2,link
https://suchen.mobile.de/fahrzeuge/details.html?id=337522152&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&action=topOfPage&top=1:1&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=334519390&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&fnai=prev&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=336622200&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=334731586&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=337451596&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&action=topInCategory&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=337670566&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&action=topInCategory&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=337595598&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&action=topInCategory&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=328689709&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=332223346&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
https://suchen.mobile.de/fahrzeuge/details.html?id=334736113&damageUnrepaired=NO_DAMAGE_UNREPAIRED&isSearchRequest=true&makeModelVariant1.makeId=3500&makeModelVariant1.modelId=93&pageNumber=1&ref=quickSearch&scopeId=C&sfmr=false&searchId=cf2458bc-5729-954b-48e0-7c7e999a048e,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car,20220118_144517,BMW,3500,M4,93,https://suchen.mobile.de/fahrzeuge/search.html?dam=0&isSearchRequest=true&ms=3500;93&ref=quickSearch&sfmr=false&vc=Car
